user_id,category_id,ads
6899,815,"[2598878, 2008602, 2524037, 2445760, 968988, 699663, 2585173, 2476185, 2312171, 2176685]"
6899,888,"[2584238, 2866120, 2865946, 2840634, 2740581, 2492100, 2743343, 2727794, 2520865, 2699715]"
6903,853,"[2866523, 2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030]"
6907,800,"[2487780, 1664532, 2682746, 2397910, 2397448, 1790265, 1591537, 2789931, 2112208, 1510553]"
6908,815,"[2857908, 2770210, 2847405, 2827235, 2826700, 1723836, 2794814, 2790597, 2394460, 2777718]"
6908,800,"[2870831, 2869270, 2754164, 2085783, 2860919, 2859797, 2845693, 2739908, 2792028, 2242286]"
6909,888,"[2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131, 1725410]"
6912,888,"[2762726, 1880315, 2790829, 2659026, 2533437, 2530603, 2459042, 2329631, 2249726, 2208064]"
6920,806,"[2758801, 2399435, 1417719, 2857206, 1302933, 2827935, 2811905, 2785533, 1682444, 851741]"
6929,815,"[2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081, 2479615]"
6931,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
6933,806,"[2798125, 2108854, 2034764, 2522352, 2125980, 2064338, 1042688, 1720784, 2886467, 2835598]"
6935,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
6946,853,"[2746969, 2736715, 2273221, 2624783, 2441468, 2274657, 2185728, 654594, 2816125, 2769209]"
6955,815,"[2869666, 2609983, 2862552, 2512723, 2864095, 2863593, 2863408, 2863249, 2862789, 2862555]"
6955,800,"[2833845, 2837434, 2802819, 2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844]"
6956,806,"[2858102, 776258, 2302295, 2227232, 1673751, 2742043, 2552735, 2337590, 1720784, 2886467]"
6961,815,"[2869856, 2630171, 2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781]"
6966,853,"[2743608, 2827021, 2765218, 2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747]"
6976,362,"[2803383, 2442102, 2812156, 2813833, 1164296, 2450273, 2799408, 2726309, 2428780, 1617701]"
6977,811,"[2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276, 2861011, 2203425]"
6991,881,"[2429226, 2588365, 2831513, 2773304, 2748113, 2581372, 1173612, 2658874, 2519991, 2880278]"
6997,815,"[2857081, 2862563, 2814530, 2655500, 2323440, 2865516, 2864493, 2864343, 2860605, 2860601]"
7011,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7015,888,"[2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131, 1725410]"
7017,815,"[2813711, 2420034, 2102817, 2654132, 2676587, 2511701, 2638552, 2882036, 2827310, 2892684]"
7021,815,"[2860669, 2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081]"
7022,881,"[2339895, 2759970, 1751373, 2322088, 2658874, 2519991, 2880278, 2889904, 2662331, 2648807]"
7027,815,"[2234235, 2489484, 192597, 2418426, 2661870, 2661558, 1516462, 1510650, 1256012, 2623743]"
7028,806,"[2800879, 2800629, 2075996, 1315641, 800107, 2459809, 1791831, 1961871, 76123, 2565314]"
7036,815,"[2818504, 1805760, 2856716, 2806592, 2585408, 2584259, 2036850, 2743769, 2162136, 147896]"
7041,853,"[2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030, 2708738]"
7042,815,"[2747064, 2869152, 2869143, 2869092, 2860739, 2824198, 2751296, 2708909, 2524029, 2376327]"
7047,806,"[2834556, 1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851]"
7053,806,"[2856874, 2756530, 2089697, 2829686, 1676133, 1251365, 1720784, 2886467, 2835598, 2895717]"
7073,887,"[2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846, 854802]"
7078,887,"[2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846, 854802]"
7079,887,"[2669835, 790374, 2563139, 2544061, 1395087, 1345147, 2504631, 2733987, 2744871, 2669868]"
7081,362,"[2811386, 2290663, 1086520, 306492, 1065237, 2258460, 2802896, 264506, 1915571, 799101]"
7082,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7086,881,"[2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828, 2654862, 2715758, 2579214]"
7090,887,"[2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846, 854802]"
7092,806,"[2537587, 371420, 2729329, 2434793, 2784672, 2294713, 2024454, 2421051, 2014568, 1157328]"
7097,888,"[2768960, 2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131]"
7100,853,"[2846112, 130016, 2271447, 2763948, 2451299, 2163092, 2114047, 1473922, 953456, 900845]"
7100,859,"[2567368, 2880807, 2796775, 2677381, 2690834, 2839810, 2458473, 2721400, 2876623, 2303094]"
7100,815,"[2845379, 2833782, 2791887, 2870817, 2869420, 2869295, 2867923, 2867823, 2867804, 2867742]"
7110,888,"[2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131, 1725410]"
7111,853,"[2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030, 2708738]"
7111,881,"[2628106, 1718187, 2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828, 2654862]"
7120,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7123,800,"[2825644, 2715574, 1866097, 2665890, 2668666, 2891500, 2898379, 2911000, 2898476, 2031170]"
7129,362,"[2406697, 2598159, 2853312, 2705180, 2839263, 2137557, 2437215, 2102301, 2877844, 2669657]"
7133,362,"[2496759, 2392752, 2356451, 2171333, 1171051, 2406697, 2598159, 2853312, 2705180, 2839263]"
7137,800,"[2735320, 2809828, 2804016, 2801380, 2413139, 907528, 2785230, 2680648, 1524626, 2785627]"
7138,888,"[2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131, 1725410]"
7139,811,"[2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276, 2861011, 2203425]"
7154,815,"[2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081, 2479615]"
7155,815,"[2861114, 1845997, 1327451, 2856558, 2855863, 2855077, 2854028, 2829205, 2830463, 2653795]"
7156,815,"[2825782, 2779106, 2825815, 2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540]"
7165,887,"[2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846, 854802]"
7166,853,"[2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030, 2708738]"
7169,815,"[2402397, 2539122, 2439698, 177189, 1696237, 2831263, 2795481, 2673475, 2646396, 2552670]"
7173,815,"[2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081, 2479615]"
7173,888,"[2701241, 2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131]"
7177,815,"[2828893, 2826250, 2645446, 2712854, 2711689, 2711649, 2709683, 2708138, 2705216, 2704982]"
7179,806,"[598026, 1994846, 443487, 2654424, 2624191, 2619493, 1547879, 1720784, 2886467, 2835598]"
7180,853,"[2655169, 558217, 2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974]"
7185,806,"[2825119, 2804693, 841660, 2583378, 2782501, 2719666, 2718884, 950273, 884530, 566661]"
7186,815,"[2662905, 2854720, 2291770, 2811463, 2808788, 2789735, 1879931, 2789498, 2789411, 2789068]"
7188,800,"[2802819, 2734867, 2560132, 2786741, 2782261, 2726883, 2812516, 2812487, 2809706, 2796230]"
7196,888,"[2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131, 1725410]"
7197,800,"[2814436, 2732769, 2734125, 2490585, 2891500, 2898379, 2911000, 2898476, 2031170, 2877849]"
7203,853,"[762745, 2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030]"
7206,888,"[2855465, 2768852, 2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293]"
7220,815,"[2852054, 469531, 2871192, 2696003, 2685229, 2654347, 2653333, 2483961, 2882036, 2827310]"
7226,881,"[2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828, 2654862, 2715758, 2579214]"
7226,806,"[903008, 1495800, 2640614, 2335203, 2623078, 1720784, 2886467, 2835598, 2895717, 2825149]"
7232,362,"[2406697, 2598159, 2853312, 2705180, 2839263, 2137557, 2437215, 2102301, 2877844, 2669657]"
7239,815,"[2657250, 2833297, 2722087, 2713838, 2707142, 2706994, 2070371, 2693975, 2515276, 2882036]"
7240,888,"[2720400, 2720358, 2720115, 2703472, 2701378, 2698935, 2697753, 2697665, 2556263, 2676926]"
7240,806,"[557137, 2009537, 2707061, 2701394, 2701175, 2699166, 2244194, 2698814, 2696735, 2552735]"
7245,853,"[2486958, 2089910, 1948118, 2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747]"
7247,853,"[2872984, 2872454, 2816272, 2814141, 2775002, 1250556, 704946, 538194, 2244949, 705093]"
7248,815,"[2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081, 2479615]"
7250,881,"[1664420, 186396, 2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828, 2654862]"
7254,887,"[2675521, 2713156, 1905213, 2386914, 1735684, 2870873, 2677927, 2851216, 2512096, 2906282]"
7254,362,"[2758529, 2566272, 1897259, 1318073, 850351, 716879, 2359171, 2175350, 1946899, 1045937]"
7255,815,"[2736687, 2850259, 2549888, 2852868, 2852659, 2852651, 2842065, 2536417, 2598132, 2528117]"
7256,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7261,815,"[447775, 2631033, 2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781]"
7263,800,"[1273279, 1645507, 2675104, 2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844]"
7266,881,"[2613263, 2265382, 2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828, 2654862]"
7271,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7276,815,"[2667967, 2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081]"
7278,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7279,806,"[2551984, 2825771, 2279025, 1984901, 1664152, 2804693, 1208248, 493414, 1324495, 1720784]"
7284,815,"[2495217, 2647518, 2574019, 2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540]"
7306,887,"[2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846, 854802]"
7307,800,"[416403, 2839495, 2828789, 2777522, 2766491, 1974524, 1433019, 2891500, 2898379, 2911000]"
7308,800,"[2826878, 2852959, 2851289, 2840437, 2322643, 2843450, 2701242, 2824853, 1933598, 1975959]"
7309,815,"[1806503, 343582, 2845631, 2741657, 2670709, 2645258, 1358858, 995729, 829076, 762586]"
7309,888,"[1905671, 1213907, 2186563, 2823683, 2758713, 2572256, 2653166, 2116962, 2882472, 2873541]"
7311,362,"[240353, 901392, 2553224, 2036857, 2024445, 1912341, 1561189, 1411889, 1232707, 2807891]"
7316,815,"[2871931, 2871866, 2871106, 2871078, 2870889, 2869345, 2697887, 2447631, 2293697, 1541826]"
7329,806,"[2519622, 866521, 2655288, 2683150, 346480, 2704136, 2553809, 2306451, 1998871, 1803550]"
7336,806,"[1563786, 2810016, 2718955, 2772480, 2765962, 2021383, 630469, 2778675, 1803762, 2798363]"
7344,815,"[2622812, 2796911, 2725327, 320750, 2666904, 2146479, 2091660, 1884277, 2858829, 781842]"
7347,881,"[2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828, 2654862, 2715758, 2579214]"
7353,800,"[2839030, 2814436, 2587910, 2511093, 2739908, 2713417, 2716840, 2715902, 2715465, 2703331]"
7359,362,"[2406697, 2598159, 2853312, 2705180, 2839263, 2137557, 2437215, 2102301, 2877844, 2669657]"
7362,853,"[2793780, 2793759, 2778239, 2772752, 2773188, 2491267, 1993604, 2778835, 2778115, 2773272]"
7363,811,"[2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276, 2861011, 2203425]"
7366,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7367,806,"[2726470, 2867905, 2865033, 2766352, 2186300, 2841465, 2814017, 2855542, 2850880, 2838740]"
7375,811,"[2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276, 2861011, 2203425]"
7375,815,"[2863587, 2235619, 2795646, 2848313, 2839126, 2204416, 2834317, 2833782, 2597077, 1464440]"
7375,888,"[2622993, 2853418, 2705122, 2723095, 2710929, 2658361, 2642550, 2882472, 2873541, 2246591]"
7383,853,"[2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030, 2708738]"
7384,815,"[2870839, 2870789, 2865642, 2864941, 2790412, 2851315, 2838849, 2831243, 2823555, 2814877]"
7388,806,"[2555947, 2056480, 857386, 2850156, 2849033, 2801970, 2649317, 2567450, 2340161, 2042340]"
7389,800,"[817638, 2762179, 2577054, 2750486, 2697448, 2682925, 1392157, 2891500, 2898379, 2911000]"
7390,362,"[2352008, 542112, 710482, 2479713, 1942737, 1090534, 844481, 740958, 738993, 649513]"
7393,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7403,887,"[2706014, 2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846]"
7410,888,"[2871448, 2585978, 254618, 2487427, 2356720, 2836219, 2740665, 2354400, 2055451, 1803992]"
7411,859,"[2567368, 2880807, 2796775, 2677381, 2690834, 2839810, 2458473, 2721400, 2876623, 2303094]"
7413,806,"[734916, 834257, 1951752, 1005709, 684589, 2864444, 2515569, 2082777, 2053148, 846523]"
7417,888,"[1695247, 2756773, 2694236, 1980445, 2818997, 2669485, 2790158, 2660178, 2753506, 2056943]"
7420,815,"[122419, 2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081]"
7422,800,"[2535037, 2456594, 2777320, 2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844]"
7424,859,"[2730686, 2567368, 2880807, 2796775, 2677381, 2690834, 2839810, 2458473, 2721400, 2876623]"
7431,815,"[2371912, 2720460, 1471955, 23173, 23142, 164123, 2601465, 2332152, 1731450, 2457580]"
7432,806,"[2859678, 2775837, 2823369, 2818699, 2809690, 1720784, 2886467, 2835598, 2895717, 2825149]"
7433,811,"[2726266, 1184202, 2739745, 2434979, 2149513, 1498964, 2899362, 2624021, 2753896, 2881080]"
7442,815,"[2833770, 2808323, 2829305, 2784387, 2448275, 2756602, 2757525, 2714916, 2664615, 2517359]"
7443,887,"[2696485, 2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846]"
7443,806,"[2833465, 2613208, 2825119, 2839511, 2422077, 1714385, 1539517, 961927, 956683, 2800874]"
7448,815,"[2859538, 2803983, 2843025, 2444250, 2581417, 2572523, 2150368, 2816482, 2812849, 2160137]"
7449,800,"[2815137, 2806603, 2731515, 2311276, 2891500, 2898379, 2911000, 2898476, 2031170, 2877849]"
7449,806,"[2821185, 2731943, 1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405]"
7453,888,"[2585675, 2588434, 895085, 2666168, 2661326, 2650515, 2329391, 2882472, 2873541, 2246591]"
7457,800,"[2046178, 2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959]"
7459,800,"[2810538, 2762445, 2787665, 1766482, 2625605, 2748744, 2650370, 2556207, 2827918, 2827203]"
7461,811,"[2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276, 2861011, 2203425]"
7464,815,"[2854387, 2842755, 2678043, 2844792, 2821173, 2813718, 2763347, 2741221, 2657590, 2321799]"
7475,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7476,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7482,362,"[2406697, 2598159, 2853312, 2705180, 2839263, 2137557, 2437215, 2102301, 2877844, 2669657]"
7484,806,"[2840238, 2363735, 2832587, 2825119, 1454787, 2737670, 157537, 2515717, 2644976, 1720784]"
7498,859,"[2845567, 1567669, 2567368, 2880807, 2796775, 2677381, 2690834, 2839810, 2458473, 2721400]"
7503,362,"[1517488, 2414797, 2740426, 2788132, 2780160, 2285005, 2406697, 2598159, 2853312, 2705180]"
7508,806,"[2857205, 2855883, 2853991, 2847068, 1598943, 1720784, 2886467, 2835598, 2895717, 2825149]"
7513,800,"[2868942, 2868662, 2794358, 2810670, 2269061, 2861333, 2814555, 2751155, 2383440, 2250134]"
7518,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7519,815,"[2503741, 1539155, 1358642, 2723509, 2713207, 2882036, 2827310, 2892684, 2831841, 2888041]"
7523,811,"[2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276, 2861011, 2203425]"
7525,806,"[2442698, 1738049, 569141, 559969, 2695028, 2499656, 2057111, 2039883, 1721657, 1361894]"
7536,806,"[2239317, 2833207, 1902490, 2833507, 2829686, 2182458, 2133998, 2824111, 2821785, 2539897]"
7536,815,"[2835448, 2835399, 2835369, 2834436, 2828298, 2811774, 1474137, 2805620, 1474148, 1466693]"
7536,881,"[2255305, 2617160, 2710072, 2696070, 2239420, 2205674, 699476, 2658874, 2519991, 2880278]"
7536,362,"[2858015, 2805524, 2849964, 2832523, 2809950, 2176368, 2142240, 1688811, 2238573, 1398136]"
7536,800,"[2588097, 2469920, 2816336, 2649805, 2565860, 2405691, 935716, 2843170, 2842946, 2818039]"
7537,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7537,362,"[2406697, 2598159, 2853312, 2705180, 2839263, 2137557, 2437215, 2102301, 2877844, 2669657]"
7537,811,"[2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276, 2861011, 2203425]"
7541,815,"[2537863, 894869, 605370, 2524716, 2019939, 2882036, 2827310, 2892684, 2831841, 2888041]"
7541,888,"[2737951, 1664501, 1664506, 212046, 1244118, 363486, 2350308, 664877, 2401120, 2382834]"
7541,853,"[2847245, 2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030]"
7545,806,"[2589262, 2289298, 2477779, 881464, 1720784, 2886467, 2835598, 2895717, 2825149, 2896045]"
7549,811,"[2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276, 2861011, 2203425]"
7549,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7549,853,"[2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030, 2708738]"
7553,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7559,800,"[2765147, 228651, 1720936, 2742819, 2081676, 1702031, 1454706, 2761456, 2646054, 2891500]"
7561,806,"[2210342, 2848745, 2572628, 1243382, 1463462, 2328468, 2075374, 818162, 2372715, 1884630]"
7561,881,"[2754449, 2412729, 2340403, 2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828]"
7561,362,"[640438, 2591266, 2571517, 2355244, 2116838, 2085109, 1674277, 1242976, 2848220, 2235142]"
7562,881,"[2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828, 2654862, 2715758, 2579214]"
7562,806,"[2865415, 2731498, 2135849, 1975918, 2680068, 2501586, 2047993, 1963148, 1643098, 1077387]"
7563,815,"[2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081, 2479615]"
7563,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7563,887,"[2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846, 854802]"
7564,800,"[2481581, 2459649, 858689, 792020, 2806603, 2802819, 2683019, 2612507, 2597812, 2195019]"
7566,853,"[2873286, 2873228, 2873215, 2873192, 2692753, 2616721, 2544751, 2544742, 2393166, 1671789]"
7566,888,"[2873167, 2869639, 2869121, 2868558, 2868176, 2861073, 2752149, 2479259, 1604954, 1120707]"
7566,887,"[2567963, 2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846]"
7566,815,"[2866325, 2829176, 2662905, 2870213, 2866168, 2796243, 2754335, 2735076, 1412391, 1094870]"
7566,806,"[2683197, 34603, 2859131, 2866410, 2863008, 2859008, 2858887, 2505763, 2487286, 2853248]"
7566,800,"[2855780, 2511124, 2719003, 2696473, 2351913, 2869519, 2813617, 2474837, 2870467, 2869383]"
7569,815,"[2796911, 2869294, 2869155, 2869143, 2868954, 2760940, 2819566, 2712184, 2761047, 2494893]"
7571,800,"[2870749, 2859620, 2594458, 2801773, 2844806, 2649901, 2819885, 2814436, 2806603, 2707241]"
7571,811,"[2669987, 2626729, 2834693, 2819899, 1928465, 2813497, 2405476, 2783988, 2095158, 1825596]"
7574,888,"[2174162, 2145491, 2663307, 2682215, 1764886, 2776707, 1978389, 1810656, 1274622, 857403]"
7574,800,"[2711631, 2696473, 1012017, 739140, 2334690, 2078157, 2036687, 2696792, 2155314, 1752655]"
7574,815,"[1881450, 148922, 2765443, 2700370, 2882036, 2827310, 2892684, 2831841, 2888041, 2897623]"
7574,881,"[2439065, 2817712, 2659812, 393728, 2794635, 2035290, 1941046, 1927857, 1904887, 1598623]"
7576,811,"[2626729, 2731365, 2621946, 2528543, 2341203, 2652218, 2751555, 1560318, 2899362, 2624021]"
7579,859,"[1478731, 2567368, 2880807, 2796775, 2677381, 2690834, 2839810, 2458473, 2721400, 2876623]"
7579,806,"[2847309, 2851998, 2851945, 2685257, 2306596, 2567544, 1720784, 2886467, 2835598, 2895717]"
7584,806,"[2803855, 1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851]"
7584,800,"[2717635, 2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959]"
7590,815,"[2255420, 2668611, 2733931, 2201002, 2397021, 2827424, 2827415, 2817728, 2718592, 2719785]"
7590,806,"[2824644, 2334595, 2751165, 2338768, 2838571, 2834859, 2637139, 2417176, 2197608, 2830795]"
7590,853,"[828114, 2848402, 2754974, 2674670, 2398533, 2074221, 2221084, 2082120, 2082085, 1571341]"
7591,888,"[946347, 184000, 2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293]"
7596,815,"[2755879, 2757812, 2750056, 2742936, 2554613, 2503823, 2882036, 2827310, 2892684, 2831841]"
7601,806,"[2713810, 2760899, 2840572, 2836377, 2835996, 2832253, 2830523, 2827900, 2826151, 2824508]"
7610,888,"[2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131, 1725410]"
7610,815,"[2882036, 2827310, 2892684, 2831841, 2888041, 2897623, 2888540, 2920781, 2885081, 2479615]"
7611,815,"[2825773, 2599091, 2856095, 2865479, 2856801, 2855200, 2652167, 2144052, 2853241, 2849950]"
7617,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7618,815,"[2664582, 2696401, 2677660, 2701203, 2696522, 1999481, 1526530, 1291172, 2829959, 2882036]"
7618,888,"[2634937, 2719368, 2726582, 177774, 929221, 904038, 2848308, 2838720, 2826993, 2826795]"
7618,881,"[2658874, 2519991, 2880278, 2889904, 2662331, 2648807, 2794828, 2654862, 2715758, 2579214]"
7618,800,"[2841470, 2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959]"
7630,815,"[2837481, 2837389, 2743302, 968551, 2744264, 2744256, 2744252, 2744250, 2743171, 2676932]"
7630,853,"[2772752, 2716665, 2716641, 1183048, 2688393, 2629065, 2871638, 2893130, 2535492, 2874121]"
7630,888,"[2789373, 2769727, 1943686, 2658361, 2312304, 2882472, 2873541, 2246591, 2880088, 2895915]"
7632,800,"[2852181, 2847480, 986101, 506680, 2808850, 2790040, 2775013, 2136588, 1911505, 2792152]"
7632,811,"[2847306, 571377, 2899362, 2624021, 2753896, 2881080, 2307351, 2817979, 2899968, 2823276]"
7632,853,"[2871638, 2893130, 2535492, 2874121, 1998679, 1960504, 2783747, 2914974, 2824030, 2708738]"
7636,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7636,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7637,800,"[2870690, 2685715, 2821702, 2649805, 2737601, 2081269, 2205183, 2774386, 2469920, 89901]"
7638,888,"[2756634, 2882472, 2873541, 2246591, 2880088, 2895915, 2839650, 2117718, 2909293, 2909131]"
7640,800,"[1740521, 2851027, 2850968, 2850808, 2693659, 2836585, 2815681, 2786929, 2786752, 2758883]"
7642,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7646,806,"[2244194, 1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851]"
7650,887,"[2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846, 854802]"
7650,806,"[2691265, 1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851]"
7651,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7656,800,"[2724761, 2733316, 2806550, 2672934, 2654427, 2640797, 2502215, 2493017, 2383606, 2273011]"
7661,800,"[2891500, 2898379, 2911000, 2898476, 2031170, 2877849, 2869844, 2874589, 2732959, 2839495]"
7667,800,"[2858689, 2869221, 2866929, 2866825, 2866206, 2865879, 2864257, 2863455, 1644724, 2854400]"
7671,806,"[2723565, 2222235, 2663919, 2456193, 2809140, 2578578, 2804232, 2802891, 2380030, 2768920]"
7671,853,"[2706732, 1364983, 2710529, 1708496, 2751620, 2478350, 2713472, 2566864, 2222500, 1755658]"
7671,887,"[2185289, 2870873, 2677927, 2851216, 2512096, 2906282, 2362087, 2651728, 2238881, 2041846]"
7682,815,"[2234932, 2867291, 1625839, 2868086, 2867968, 2867915, 2867839, 2867813, 2867316, 2813574]"
7683,806,"[1720784, 2886467, 2835598, 2895717, 2825149, 2896045, 2742600, 1346405, 2870851, 2917387]"
7687,815,"[2858672, 2662905, 2582417, 1925013, 2792408, 2790199, 2465946, 849317, 2731099, 2658236]"
7695,888,"[350696, 2713739, 1652967, 2708326, 2698338, 2203493, 1904520, 2882472, 2873541, 2246591]"
7695,887,"[1729353, 1959537, 2167773, 1785438, 1421913, 873456, 812505, 2455555, 2706206, 2870873]"
