category_id,ads
800,[2598982]
800,"[1207486, 2145991, 2852181, 2692057, 1694557, 2300812, 2860870, 2854533, 2692596, 2426780]"
800,"[1129728, 2587910]"
800,"[2846466, 2810629, 2872471, 2860918, 2857034, 2670820, 2761253, 2758704, 2263399, 2878198]"
800,"[2829709, 2859164, 2889152, 2858670]"
800,"[2825378, 2808951]"
800,"[2036609, 2786140, 2863747, 2592479, 977696, 2869991, 2842090, 2895002, 2895707, 2842090]"
800,[631843]
800,[2283227]
800,"[2490585, 2790377, 1821892, 2605023, 2274962, 323909, 2499251, 1161318, 2838712, 1431903]"
800,"[2684094, 2862782, 2732959, 2884104, 2834812, 2444295, 2841477]"
800,"[2753274, 2890123, 2696348]"
800,"[2859706, 2738275]"
800,"[2808566, 2868289, 2874566]"
800,"[2255398, 2867340, 2851364]"
800,"[1915508, 2639384, 2760089, 2155163, 2744973]"
800,[899624]
800,[2758421]
800,"[2021345, 2313822, 451728, 2901670, 2480253]"
800,"[2896890, 2907561, 2449749, 2874873, 2556868, 2008128, 2114810, 2245545, 2747131, 2887394]"
800,"[1018320, 152909, 246224]"
800,"[2536387, 2115591, 2889015, 2885747]"
800,[870913]
800,[1923654]
800,"[2310389, 754091]"
800,"[2910608, 2006466]"
800,"[2688464, 2723523, 2726564, 2002807]"
800,[2481492]
800,"[2805177, 2693257]"
800,[2576275]
800,"[230747, 1795065, 2434402]"
800,"[2762900, 840994]"
800,"[1615442, 2830354, 2029990]"
800,[2407802]
800,"[2871925, 2852024, 2867340]"
800,"[2853444, 698127, 1830514, 2904970, 2047294, 2814957, 2886415]"
800,[2590101]
800,[2869844]
800,"[2901923, 2888878, 2917591, 2890134]"
800,"[2717135, 2903624]"
800,[417334]
800,[2883350]
800,"[2857966, 2846466, 2874589, 2877849, 2872471, 2851125, 2826593, 2498690, 2911000, 2898379]"
800,"[796489, 2735010, 2582780, 842641, 2622493, 1979377, 842641, 1476845, 137712, 1586019]"
800,"[2878938, 2853037, 2747131, 2031170]"
800,[2746365]
800,[2881602]
800,[2911181]
800,"[2878251, 2866817]"
800,[2721321]
800,"[2830356, 2609869, 2705917]"
800,"[2642541, 1248263, 2816809, 2176183, 2862774, 2738707, 2867048, 2721868, 2787971]"
800,"[2850836, 2700011, 2572036]"
800,"[1836841, 581442, 2198293, 2823106]"
800,[2265445]
800,[2919146]
800,"[1079561, 2461073, 2800518, 2815681, 2834001]"
800,"[2802807, 2852333]"
800,"[2858325, 2775134]"
800,[2895679]
800,"[2676778, 2018978, 1751652, 2866363]"
800,"[2596640, 2576482]"
800,[2920676]
800,[2696841]
800,"[1936630, 2299594, 2563855, 2186233, 2760358, 2683989, 2418539, 2199524]"
800,[2592876]
800,"[1406308, 628984]"
800,"[1593466, 2692993]"
800,"[2757661, 2853763, 2863285]"
800,[2896845]
800,"[2916920, 2196521]"
800,[2813608]
800,[2890091]
800,[2661759]
800,[2893327]
800,[2860165]
800,[2914555]
800,"[2899086, 2859009, 2624957, 2900300, 2599824, 2704429]"
800,[2912654]
800,"[2499912, 748021, 2874060, 2884182, 1466127, 2358939]"
800,"[2681088, 2403991, 2407603, 2609164, 2471282, 2438209, 2698838, 2422043, 2620041]"
800,[2872133]
800,"[1474265, 2786752, 2747727]"
800,"[2696832, 2470508]"
800,[2762226]
800,"[2020250, 2823384, 1899426, 1464515, 868725, 2647995, 2849853, 2869298, 2268594, 1995901]"
800,"[1984539, 2577014]"
800,[2899920]
800,"[2836772, 2043960]"
800,[405638]
800,"[2799715, 1039685, 2686747]"
800,[1109828]
800,"[2202451, 2302270]"
800,[520493]
800,[2879949]
800,"[1958221, 2860906, 2401563, 1797799, 1829324, 2789630, 2857034]"
800,"[339906, 2544649, 1751152]"
800,"[1357571, 239236, 2587482, 954850]"
800,"[2841463, 2858325]"
800,[2094325]
800,"[2692044, 2692044]"
800,"[2903698, 2144337, 2855836]"
800,[2709872]
800,"[2320582, 91509]"
800,"[1030106, 2692544]"
800,[2335036]
800,[2875939]
800,"[2538625, 2867340, 2852024]"
800,[2688904]
800,[2042882]
800,[955833]
800,[2894090]
800,[2343812]
800,"[2736153, 2504891]"
800,[2500872]
800,"[2693948, 2550688]"
800,[2168363]
800,[2603935]
800,[2848434]
800,[2875777]
800,"[2893963, 2898379]"
800,[2874600]
800,[2905639]
800,[2846838]
800,[2174191]
800,"[2621075, 2879703, 2335846, 1787680, 2864564, 2384694, 1749183]"
800,"[1444210, 2809639]"
800,[2170891]
800,[2915338]
800,[2730843]
800,[2855512]
800,"[2766475, 2772745, 2803258, 2785676, 2606594, 2664384]"
800,"[2911000, 2898379, 2877849, 2243199, 2874589]"
800,"[2657787, 2048052]"
800,[2731730]
800,[2916340]
800,"[2782261, 2704900, 2844390, 2887420, 2885728]"
800,[132493]
800,[1814124]
800,[2898139]
800,[2355961]
800,"[1641705, 2265622, 2895112, 566321, 855586, 730493, 870335, 2849999, 2769486, 1586064]"
800,"[1960461, 2888259]"
800,"[1098759, 2006363, 1096687]"
800,[2901360]
800,[2876102]
800,[2873499]
800,[2899719]
800,"[2756032, 1004826]"
800,"[2856311, 1426125, 2648679, 2721300, 2631215, 2859462, 2809666, 320441, 2869677, 2550193]"
800,[2354475]
800,"[2818394, 2321774, 2863289, 2640884, 2904970, 2890268, 2876402, 2896149, 2863371, 2719917]"
800,"[2677747, 2400824, 2724103, 2584298]"
800,"[2843969, 2779408, 2413241, 180342, 2685476, 2569256, 2319080]"
800,"[2863107, 2759195, 2790805, 2818741, 2899001, 2365121, 2206342, 2374814]"
800,"[1685084, 2700403, 2488192, 2689393]"
800,"[2836086, 2894530, 2680368, 2900250, 1031538, 2122916, 2889354, 2231135, 2661158]"
800,[2875514]
800,"[2141007, 2601429]"
800,[1862369]
800,"[2053233, 1770785, 2261854, 759262]"
800,"[1973153, 2678455]"
800,"[2706334, 1719417, 2907424]"
800,[2887738]
800,[1614837]
800,"[2897800, 2884521, 2775713, 2892187]"
800,"[2374942, 2411388, 2476074]"
800,[2915467]
800,"[2477151, 2718484, 2702909, 2269729]"
800,"[2907424, 2762038, 2786112]"
800,[2808392]
800,[2411073]
800,[2884245]
800,[2918324]
800,"[2672848, 2884810, 2889093]"
800,[2829352]
800,[2006763]
800,[2871505]
800,[1380075]
800,[2031170]
800,[2862573]
800,[2229424]
800,"[2813066, 2860836, 2671579]"
800,"[2902169, 2894019, 2907781]"
800,[2710918]
800,[2866043]
800,[2149049]
800,"[2759366, 1593635, 2462656]"
800,[2809116]
800,[2801701]
800,[2865548]
800,[1822269]
800,"[2089001, 2332250]"
800,"[2270604, 2029993]"
800,"[1023921, 2576298, 2874947, 2745683, 2695281, 2507638, 628359, 2094956, 1039909, 2888512]"
800,"[1623018, 2711552, 2859117]"
800,"[2860290, 2808566, 2406117, 2878466, 2865677]"
800,"[2893821, 1570210, 2901095, 2898166, 2910066, 2525880, 2833450, 2765172, 2860176, 2035482]"
800,[2857580]
800,[2757523]
800,[2917661]
800,[2911000]
800,"[2316037, 2077329, 2667081, 2349360, 2845070]"
800,"[1479828, 451749, 2712625, 2751950]"
800,"[1993060, 2341776, 1628811]"
800,"[2881474, 2002760]"
800,"[1942008, 2306379, 2005413, 2759861, 2846911, 2622309, 2262109]"
800,[1936075]
800,[35158]
800,"[2874178, 2159247, 2848104]"
800,"[1908768, 2340554, 166022]"
800,"[2812526, 1591632, 1834605]"
800,"[2885763, 2885413]"
800,"[2869042, 1421811, 2744973]"
800,"[2566415, 2154730, 2564394]"
800,[1301550]
800,[2860008]
800,[2895707]
800,[1396948]
800,"[1628045, 2860176, 2855262]"
800,"[1680828, 2603935]"
800,[2903231]
800,"[2815809, 2834080, 2860204, 2657696, 2890227, 1663890, 1551134, 2237739, 2812253, 2840963]"
800,[2903843]
800,"[149492, 2369568, 2544389, 2048471, 1426659, 2765890, 2272274, 1246031, 2900152, 2565819]"
800,[2896248]
800,[2795249]
800,"[2308219, 2554269, 2394596]"
800,[2190037]
800,"[2782060, 2865789, 2894222, 2773690, 2694407, 2800485, 2890123]"
800,"[2345768, 2094325]"
800,[2901962]
800,[2198698]
800,[157197]
800,[2894271]
800,"[2900784, 2876227, 953652, 2834901]"
800,"[2853183, 1125264, 2279913, 2734695]"
800,"[486135, 2896716]"
800,"[2345001, 2800324, 2516579, 2364264, 2813660, 1347355, 2292235]"
800,[2026027]
800,"[2729564, 2696473, 1288141, 2780870]"
800,"[2861215, 2911894, 2904278, 1727326]"
800,"[2734707, 2819527]"
800,[1162604]
800,[2883372]
800,"[2062185, 2816585]"
800,"[2787313, 1920350]"
800,[2870136]
800,"[2718508, 2872099, 2874589, 2498690, 2735303, 2759195, 2860918]"
800,[2888512]
800,"[2879322, 2543948]"
800,"[2677657, 2153565]"
800,[2804040]
800,[1910189]
800,[2903231]
800,"[2871925, 2459892]"
800,"[2912821, 2873373]"
800,[2843896]
800,[2875843]
800,[2782130]
800,"[2836022, 2098406, 2803272, 2547197, 1185131, 2316144]"
800,[2903828]
800,"[2607670, 2837485, 2866974, 2860968]"
800,"[1835643, 2282842]"
800,"[2594966, 1940569, 2072310, 2808655, 2671608, 909762, 2859169, 2076899, 2663097, 2911129]"
800,"[1000544, 2761896, 2051857, 2829674, 2157049, 2748809, 2896081, 518723, 1716186, 2901274]"
800,[1815285]
800,"[2588571, 2850542, 2358996, 2888513]"
800,"[2884810, 2893963]"
800,"[2034791, 2405770]"
800,"[2284234, 2816030, 2074027, 2371236, 1152207, 2488191, 2175622, 2846471, 2724966, 2803473]"
800,[2483372]
800,[1923654]
800,"[2902906, 2714785]"
800,"[2802350, 2850449, 2884787, 2898379]"
800,"[1441684, 2888685, 2852077, 2613413, 2688388]"
800,"[1429672, 2734157]"
800,"[2893523, 2895224]"
800,"[2769486, 1172057, 2424404, 2158086, 2717346]"
800,[2891762]
800,"[1706296, 2414068, 2730513, 1706296]"
800,"[2627924, 734668, 2627924, 734668, 1948006, 2888842]"
800,"[2862398, 2808666]"
800,[2550100]
800,"[2775748, 2428959]"
800,[2688250]
800,[2586628]
800,[2899001]
800,[2643928]
800,[1304342]
800,[2888260]
800,[2779309]
800,[1907725]
800,[2862573]
800,[2776560]
800,[2369732]
800,[2903624]
800,[2913133]
800,[1553266]
800,[2850111]
800,[2652864]
800,"[2667300, 1981775, 2790580, 2681494]"
800,[2828899]
800,[2685086]
800,[2266784]
800,[2814858]
800,[2364582]
800,[2818770]
800,[2885900]
800,"[2871978, 2353410]"
800,[2415977]
800,[2836653]
800,"[2672923, 2902813]"
800,"[1124535, 2825607]"
800,[2891500]
800,"[2459649, 2893169]"
800,[2339685]
800,[1938347]
800,[2892262]
800,[2874589]
800,"[2736486, 2780870]"
800,[719462]
800,[1632892]
800,[2774249]
800,[1027891]
800,[2880674]
800,[1745661]
800,[2401641]
800,"[2340244, 2882788]"
800,[2909125]
800,"[1333475, 2799649, 2204766, 2601429]"
800,[2134029]
800,[2807019]
800,[2326925]
800,[2772745]
800,[2790811]
800,"[2854104, 2466073, 2616305]"
800,[2909853]
800,[2891571]
800,[2714785]
800,[2288257]
800,[1791133]
800,[2838134]
800,[763392]
800,"[1073551, 1955934]"
800,"[2235822, 2535520, 905926, 2370348]"
800,[2762795]
800,[2667440]
800,[2882127]
800,[2669713]
800,"[2004424, 2236425]"
800,[2884104]
800,[476635]
800,[2847846]
800,[2917579]
800,[2779047]
800,"[2907165, 2877310, 2832193]"
800,"[2737601, 2883515]"
800,"[2793459, 2753647]"
800,[2807910]
800,[2853874]
800,[2827640]
800,"[2823583, 1451196]"
800,"[121419, 2891816]"
800,"[2799269, 1656584]"
800,[2159005]
800,[376273]
800,[2884417]
800,[1383683]
800,[2735124]
800,[2917818]
800,[2891500]
800,[2663295]
800,[2521185]
800,"[2814436, 2901383]"
800,[2762445]
800,[2862573]
800,[2854749]
800,"[2207034, 2056559, 2135003]"
800,[2672176]
800,[2587040]
800,[2081712]
800,[2889779]
800,[2877312]
800,[2309420]
800,[2853707]
800,[2891500]
800,[2852181]
800,[2652938]
800,[1385297]
800,[2891500]
800,[2890756]
800,[2401821]
800,[2884521]
800,[2901779]
800,[2884104]
800,[1538536]
800,[2577275]
800,[2651706]
800,"[2866929, 2823188, 2899690]"
800,"[2657808, 2871457, 2893876, 2903950, 2879415]"
800,"[1733937, 2233057]"
800,[2828198]
800,"[2843766, 2746124]"
800,"[2297131, 2897011]"
800,[2899086]
800,[2747505]
800,[2875480]
800,[2816336]
800,[2874930]
800,"[2850449, 1165831, 2820350, 2841463, 2868674, 2772389]"
800,[756901]
800,"[2837784, 1998977, 2861328, 2129631]"
800,[2031170]
800,[2868988]
800,[2787886]
800,[2884104]
800,[462644]
800,[2899308]
800,[2917143]
800,[2877312]
800,[2444295]
800,[2343812]
800,[2464733]
800,"[2744973, 2465179]"
800,[2885396]
800,[2866542]
800,[1717742]
800,[2170198]
800,[1075387]
800,[381022]
800,[2882867]
800,[1664532]
800,"[2403670, 1614362]"
800,[2888141]
800,[2426535]
800,[2694387]
800,[2916247]
800,"[2882127, 2882127]"
800,[2894074]
800,[2182330]
800,"[2160949, 2823341]"
800,"[2914299, 2634999]"
800,"[2622125, 2804040]"
800,[2545855]
800,[2718205]
800,[2898444]
800,[2902350]
800,[1185131]
800,[2659518]
800,[2029700]
800,[2607670]
800,[2857985]
800,"[2780561, 2809503]"
800,[2778332]
800,[2840769]
800,[2814436]
800,"[1563851, 2132767, 2892313, 2734707]"
800,[2130227]
800,[2838117]
800,[2881140]
800,[2787699]
800,[1929627]
800,[2887726]
800,[2893829]
800,[2732959]
800,[2795855]
800,[2870247]
800,[2896131]
800,[2572489]
800,"[2831980, 282146]"
800,"[2892511, 2862513]"
800,[2895267]
800,[2870491]
800,[2864082]
800,"[2878717, 1742123]"
800,"[2866953, 1669213, 2554373]"
800,[1924486]
800,[2912945]
800,[2839495]
800,[2888513]
800,[2459892]
800,[2811346]
800,[2732959]
800,[2031170]
800,[2875944]
800,"[2646173, 2872239]"
800,[2826601]
800,[2766416]
800,[2878063]
800,[2873444]
800,[1631832]
800,[2695902]
800,[2884872]
800,[2879912]
800,[2839495]
800,"[1084067, 2872099, 145654]"
800,"[2897024, 2773405, 2869844]"
800,[2837485]
800,[214416]
800,[1067145]
800,[2113397]
800,[2894090]
800,[2551503]
800,[2233083]
800,[666128]
800,[721554]
800,"[2893852, 2184220]"
800,"[2841477, 2841463]"
800,[2889678]
800,"[2347596, 1921466]"
800,[2435238]
800,[2906047]
800,[2913536]
800,"[2886767, 2601536, 2734077]"
800,"[2912425, 2897024]"
800,[437917]
800,[1267304]
800,[2890091]
800,[2872959]
800,[2890452]
800,[2537644]
800,"[2860117, 2203078, 2876761]"
800,[2706485]
800,[1668325]
800,[2817681]
800,[2514428]
800,[2874347]
800,[1197749]
800,[2092522]
800,[2882680]
800,[1373682]
800,[2685715]
800,[2916917]
800,"[2778559, 2675057]"
800,"[2859343, 2881833]"
800,[2679210]
800,[2873151]
800,"[2898379, 2732959, 2911000, 2606594]"
800,[1000217]
800,[1310433]
800,[2826148]
800,"[2870600, 1721241]"
800,[2543837]
800,[2913935]
800,[2569419]
800,[2855674]
800,"[2630558, 2830356]"
800,[2781788]
800,[2801834]
800,"[2857596, 2757430, 2894136, 2853183]"
800,[2766475]
800,[2061439]
800,[1967145]
800,[2883367]
800,[2854556]
800,[2903678]
800,[2169970]
800,[1175443]
800,[2884417]
800,[1778326]
800,"[2395007, 2332292, 2872113]"
800,[2400647]
800,[2854556]
800,[1197749]
800,[2878063]
800,[2708527]
800,"[2916331, 2911901]"
800,[2866704]
800,[2839495]
800,"[2767097, 2729578, 2665569]"
800,[2744356]
800,[2706829]
800,[2730856]
800,"[2874020, 2651573]"
800,[2621518]
800,"[2204766, 1030734]"
800,[2276525]
800,[2185008]
800,"[2865154, 2673404]"
800,"[2719011, 2879014, 2870136]"
800,[2876740]
800,[1953880]
800,[2334717]
800,"[2111954, 2334717, 1719193, 2876862]"
800,[1930018]
800,[2881833]
800,"[939569, 2861557]"
800,[2633563]
800,[2869844]
800,[2771891]
800,[2778758]
800,[2818660]
800,"[2879024, 2029462, 1719009]"
800,[2650689]
800,[2235879]
800,[2896689]
800,[2891500]
800,[2666112]
800,[2730268]
806,[89573]
806,"[1429720, 2582177, 2357783, 2208312, 2874389]"
806,[2881396]
806,[2839143]
806,"[2141808, 2896836]"
806,"[1231564, 1561507]"
806,"[2473669, 2913737, 413223]"
806,[2065895]
806,"[2733287, 2864708, 2828253, 2847598, 2237597, 2048791]"
806,"[2897274, 2232831]"
806,"[2140749, 2884759]"
806,[1387758]
806,[1394927]
806,"[2900177, 2826229, 2516964, 2902762, 2673637]"
806,"[2856991, 960313, 1473645]"
806,[2858435]
806,[2820369]
806,[2859354]
806,[164800]
806,[1916733]
806,[2654788]
806,[2883448]
806,[2895160]
806,[2818625]
806,[2758792]
806,[2370797]
806,[2890205]
806,"[2917565, 1532016, 1225428, 1658273, 1790790]"
806,[2871392]
806,[1546809]
806,"[2880992, 2865033]"
806,"[2861845, 813227, 2194974, 2725500, 2892080, 1992643, 2307678, 753283, 1614675, 2853775]"
806,[2760950]
806,[2878417]
806,"[580897, 519201, 2167740, 801235, 2582842, 1590733, 2603594, 2269214, 1937612, 441810]"
806,[1923195]
806,[2222594]
806,"[1549199, 2245528, 2893237]"
806,"[1705388, 2417381]"
806,"[2341900, 2404769]"
806,"[2349758, 2894379]"
806,[2614791]
806,[1461712]
806,"[2711534, 2232273]"
806,"[2767125, 1720784, 2804344, 1605694]"
806,[2883268]
806,"[2637123, 2891412, 1944072, 1793149, 2840607, 2870074, 1679183]"
806,[2878179]
806,"[2805536, 2791297, 2875508, 2716642]"
806,"[2774496, 2828823, 1415193, 2186306, 2428965, 2861713, 2847992, 2385140, 2054256, 2652987]"
806,"[2837711, 2783052, 1975455, 2692580]"
806,"[2711843, 2813682]"
806,[2764535]
806,"[2900072, 2908050, 2900098, 2338587]"
806,[2917535]
806,[2120259]
806,"[2651478, 2904815]"
806,[2835054]
806,[2883437]
806,"[2776248, 2458291, 2569730, 2745079, 2883773, 2494528, 2880389, 2850418, 2685014, 1266998]"
806,[2349790]
806,[2535865]
806,[2004679]
806,[2716424]
806,"[2907364, 2563952, 2824764, 1012859]"
806,"[1789731, 2491018, 2052618]"
806,[2841422]
806,"[826425, 2876436]"
806,[2875114]
806,[2867769]
806,[2034685]
806,[2516918]
806,[2208312]
806,"[2863709, 521937]"
806,[2357620]
806,[2334722]
806,[2345977]
806,[2429036]
806,"[2774385, 2223814, 2103396, 1821339, 2673280, 2111602, 2614558]"
806,[2619421]
806,"[1150579, 144124]"
806,[2917387]
806,[2897193]
806,"[2394588, 2826584]"
806,"[1119741, 1224248]"
806,[1629079]
806,[2887701]
806,"[1803694, 376750, 2536826]"
806,[1944062]
806,"[2917963, 1079547, 2897591, 2917387, 2895711]"
806,"[2470815, 2285581]"
806,"[2830352, 2897554]"
806,[2910145]
806,[1543503]
806,[2815596]
806,[2876261]
806,[2892970]
806,[1720784]
806,[1251766]
806,[2796434]
806,[547240]
806,[1783562]
806,[2803710]
806,[2653265]
806,[923246]
806,"[2809765, 2818239]"
806,[1051985]
806,[2827080]
806,[2903544]
806,[2885723]
806,[2900646]
806,"[2829841, 2349846]"
806,[2884449]
806,[2897407]
806,[2473838]
806,[1963314]
806,"[2889155, 2809825, 2889371]"
806,"[2877316, 2893401, 1640148, 2555547, 2432757, 2866564, 2741770, 2569521, 2895624]"
806,"[2890837, 2151314]"
806,"[2794470, 2851773, 2823891]"
806,[1535185]
806,[2194874]
806,[2731498]
806,"[2756433, 2707586, 2871534, 2613377, 2816815, 2680814]"
806,[1028447]
806,"[2017246, 2379470, 2808406, 2052103, 2884307]"
806,[2816815]
806,[2860015]
806,[2874730]
806,[2097726]
806,"[2186557, 2907037, 2377913]"
806,[2867686]
806,[2787287]
806,[451757]
806,[2891412]
806,"[2838213, 2440526, 2184475, 2882693, 2694982, 908142, 2844029, 1447677, 2600186, 2343055]"
806,"[2880198, 378955, 1073756]"
806,[2512375]
806,"[2896858, 2119636]"
806,"[2734743, 2905108]"
806,"[2800082, 1663629, 2840585, 1516313, 2772034, 2727228, 2873829, 2872736, 2815399, 1450416]"
806,[2742630]
806,"[2871412, 2861211]"
806,"[2830169, 1929888]"
806,[2414768]
806,"[2824001, 2350405]"
806,[534167]
806,"[2716917, 891470, 1684325]"
806,"[2600344, 2652762, 2774312, 1789044, 767390, 1038319, 1834134]"
806,"[859192, 2400302, 1803999]"
806,[2915064]
806,"[2873686, 1288159, 2879375, 2349467]"
806,"[2555125, 1994280]"
806,[2899402]
806,[2259664]
806,"[2847141, 2788536]"
806,[1812362]
806,[2233518]
806,[2875774]
806,[1441575]
806,[496739]
806,"[2890815, 2890815]"
806,"[2780248, 2811406, 2390509]"
806,"[1427511, 1643024, 2789573, 2890885]"
806,"[305525, 2565962, 2903910]"
806,"[2371555, 609658, 2890836]"
806,[2555153]
806,"[2899104, 2770899, 2762345, 2449651]"
806,"[2754860, 2757862, 402118, 1840262]"
806,[1687648]
806,"[742692, 2903537]"
806,[1538128]
806,"[2833458, 1944062]"
806,"[103731, 2853744]"
806,"[2911785, 2874759, 2192207, 1095919, 2915570, 2615911]"
806,[2077951]
806,[1108208]
806,"[2386415, 109820, 1451419, 2622540]"
806,"[2859678, 2565488]"
806,[1346405]
806,"[2485603, 2274518]"
806,[2848204]
806,[1713243]
806,"[2359610, 2172402]"
806,[2861332]
806,[2823539]
806,[2902347]
806,"[2591253, 2780569]"
806,"[2666962, 2287660, 2246612, 2265611]"
806,"[251764, 2815959]"
806,[1563307]
806,"[2905516, 1610370]"
806,"[1900075, 1483033, 2088849, 2790961]"
806,"[2618728, 2841422]"
806,"[2363648, 2865485, 1782621, 2731486, 2905790, 1175059, 2345316, 2274110, 1824312, 2043884]"
806,"[1911644, 2230558, 2194874, 2063295]"
806,[2896310]
806,"[2886982, 2809067, 2530273, 2439563]"
806,"[2275341, 2417805, 2192489, 781272, 1955258, 2284393, 1685047, 1435426]"
806,[502490]
806,[2340226]
806,[2851773]
806,"[1254157, 2616735, 500178, 2490665, 2229108, 1933992]"
806,[2883791]
806,[2834227]
806,[2763022]
806,[1798700]
806,[2887028]
806,"[2888735, 2866009, 2726911, 2886262, 1568065, 2901547]"
806,[2742630]
806,"[1647607, 2594660, 2093787, 2872656, 2739360]"
806,"[2058002, 2798772]"
806,[2473558]
806,[2876221]
806,"[1946638, 2682880, 2831628]"
806,"[2694742, 958479, 1932273]"
806,[2691335]
806,[2728486]
806,[2877674]
806,[2474552]
806,"[2817729, 2620935]"
806,"[2895717, 2009188, 2625981, 2161548, 2224617, 2513101, 2535972, 2675341, 1044275]"
806,"[2898661, 2881737]"
806,[2857648]
806,"[2714981, 2746917, 2867006, 2848611, 2890918, 2772480]"
806,"[2712673, 2741364, 2859354]"
806,"[1385304, 2851525, 2586190, 2336020, 2792906]"
806,[2365867]
806,[2911802]
806,[1931885]
806,"[888806, 607085, 929029]"
806,[2874385]
806,[2903952]
806,"[2154380, 2859272]"
806,[2911187]
806,"[2830178, 2241684, 2910848, 124565]"
806,[2046890]
806,"[2830504, 1179611, 1841473]"
806,"[2794111, 2863355]"
806,"[2878470, 2855662]"
806,"[2871547, 2624191, 2075386]"
806,"[2830721, 2384705, 704170]"
806,"[2549249, 2820965, 2267009, 938998, 2243498, 2666991]"
806,[2269002]
806,"[2752705, 300556]"
806,[2833444]
806,[2335032]
806,"[1978490, 1008543, 2361635]"
806,[2659162]
806,[2650430]
806,[2375888]
806,[2754959]
806,[2651096]
806,[2902501]
806,[2915022]
806,[2550763]
806,[2890741]
806,[2243286]
806,[2609512]
806,[1966478]
806,"[2728877, 1726829]"
806,"[2892080, 2748283]"
806,[2810433]
806,"[2848587, 2904883]"
806,[2596562]
806,[1734425]
806,[2896099]
806,[2615974]
806,[2828109]
806,"[2896045, 2594557]"
806,"[2902239, 2917844, 2895160, 2901991]"
806,"[2692262, 2019456, 2795285, 2075024]"
806,"[2867506, 2660114]"
806,"[1902471, 1621680, 2414800, 2771444, 2902887, 1579204, 813665, 2822259]"
806,"[163162, 2908307]"
806,"[2794965, 2359313, 1241849, 2338768]"
806,[2421413]
806,"[133106, 2369959, 2651185]"
806,"[2589353, 871750, 2539564, 2539564, 2876165, 695764, 1168173, 2241855]"
806,[1775011]
806,"[2763874, 1883235, 861204]"
806,[2670644]
806,"[2895876, 2772409]"
806,[2874641]
806,[2553184]
806,"[2876116, 2891289, 2386017]"
806,[2764503]
806,[2846076]
806,[2176082]
806,"[869073, 2869862]"
806,[2633600]
806,[2729979]
806,"[2059446, 578257, 1988515, 1832747, 2855107, 2489183, 2489486, 169923]"
806,"[1464803, 2871193, 2809317, 1323090, 2713650, 1462924, 2779104]"
806,"[2867006, 2687543, 2887578, 2871882, 2746917, 2869647, 2434623, 2183007, 2834077, 2876823]"
806,[2469587]
806,"[2868224, 2853116, 554483, 2775539, 2721758]"
806,"[2857356, 1395551]"
806,"[662827, 1153071, 2780177, 1238142]"
806,[2899572]
806,"[1091149, 2872029]"
806,"[688182, 2828637, 2412023]"
806,[2566872]
806,[2910493]
806,"[2904939, 2906711, 2807375]"
806,"[2768479, 2544065]"
806,[2748179]
806,[2830416]
806,[2208764]
806,[2861211]
806,[2915518]
806,"[2896827, 2834761]"
806,"[2826974, 1701314, 1647607, 2515717, 1580123, 486248]"
806,[1668460]
806,"[2882631, 2917808]"
806,"[2026276, 2734242]"
806,[2884460]
806,[319357]
806,[2839786]
806,[2810342]
806,"[2907572, 1077387]"
806,"[2740349, 2912186, 1721232]"
806,[2794776]
806,[1937565]
806,"[1745097, 2780204, 1587733]"
806,[1720784]
806,"[2388845, 2444185, 2798368, 2872476]"
806,"[2864817, 2355595, 1901668, 2786032]"
806,[2559880]
806,[643149]
806,[2610600]
806,[2799479]
806,"[2462042, 2694982]"
806,[1446586]
806,[2889108]
806,[2439798]
806,[2917065]
806,"[2052103, 2077784]"
806,"[1928082, 2666962]"
806,"[431248, 431364]"
806,"[2830043, 2781031, 2537598, 2855620, 2160156]"
806,[2495995]
806,"[2896824, 2738330, 2661788, 2691463]"
806,"[2881476, 1180067, 2220727, 2896359, 2857147, 2361558, 730902, 1307734, 455702, 2421413]"
806,"[2914879, 2801329]"
806,"[2258903, 2249520, 2870227, 2669335, 2897946, 2765459, 2898192, 2038682, 2077784, 2308834]"
806,"[2917100, 2897388, 2601636]"
806,[1995574]
806,[2902288]
806,"[1473768, 2880389, 2898205, 2874159, 2111140, 2785680]"
806,[2896123]
806,"[2831609, 2902095]"
806,"[2681681, 2784219, 2388845]"
806,"[2361863, 103731, 2723565, 2237848]"
806,"[2552565, 2728877, 2847141, 2910479]"
806,"[2858872, 2843577]"
806,"[2392853, 2545876]"
806,[2883644]
806,[2899134]
806,[2818804]
806,[2523402]
806,[1673751]
806,[1897355]
806,[2912143]
806,[801756]
806,"[1842368, 2903099]"
806,"[2815345, 2473819]"
806,"[2613802, 2918836]"
806,[2437940]
806,[2877454]
806,"[2740571, 1587428, 2413545, 2069003, 2181767, 34464, 1534365, 1101931, 1249194, 1610560]"
806,"[2123988, 2472407, 2734104, 2841864, 1808102]"
806,"[164396, 2523847, 2822799, 1249194, 2232693, 2547049, 1098407, 2774783, 2028188, 2792018]"
806,[2599074]
806,"[2811308, 2824528]"
806,"[2816163, 2836691]"
806,[2895171]
806,[2888493]
806,[2087346]
806,[2731480]
806,[2700388]
806,[2203515]
806,[2663582]
806,[1966701]
806,"[2068087, 2883791, 2573507]"
806,[2552735]
806,[1442665]
806,"[2007052, 2831628]"
806,"[2710512, 2890836, 2653175, 1110627, 2125541, 2838289, 546284, 2840836, 2893345, 2766975]"
806,"[2878482, 2902539]"
